time,seconds_elapsed,relativeAltitude,pressure
1744896807648376600,0.18137646484375,0,1000.0313110351562
1744896807673410800,0.206410888671875,-0.30914306640625,1000.0679321289062
1744896807698451500,0.231451416015625,-0.10305023193359375,1000.0435180664062
1744896807723490800,0.25649072265625,0.02642822265625,1000.0282592773438
1744896807748534500,0.281534423828125,-0.15325164794921875,1000.0496215820312
1744896807773577000,0.306576904296875,-0.30914306640625,1000.0679321289062
1744896807798611700,0.33161181640625,-0.46239471435546875,1000.0862426757812
1744896807823651000,0.356651123046875,-0.486175537109375,1000.0892944335938
1744896807848691000,0.38169091796875,-0.5125961303710938,1000.0923461914062
1744896807873730800,0.406730712890625,-0.5390243530273438,1000.0953979492188
1744896807898755000,0.431755126953125,-0.486175537109375,1000.0892944335938
1744896807923810800,0.456810791015625,-0.46239471435546875,1000.0862426757812
1744896807948833500,0.48183349609375,-0.43597412109375,1000.0831909179688
1744896807973872000,0.5068720703125,-0.20609283447265625,1000.0557250976562
1744896807998912500,0.53191259765625,-0.07662200927734375,1000.0404663085938
1744896808023970000,0.556969970703125,-0.10305023193359375,1000.0435180664062
1744896808048993000,0.581992919921875,-0.10305023193359375,1000.0435180664062
1744896808074033700,0.60703369140625,-0.15325164794921875,1000.0496215820312
1744896808099063300,0.632063232421875,-0.40955352783203125,1000.0801391601562
1744896808124104400,0.6571044921875,-0.7186965942382812,1000.1167602539062
1744896808149150000,0.68214990234375,-0.486175537109375,1000.0892944335938
1744896808174183000,0.707182861328125,0.076629638671875,1000.0221557617188
1744896808199221500,0.732221435546875,0.2563018798828125,1000.0007934570312
1744896808224264400,0.757264404296875,-0.10305023193359375,1000.0435180664062
1744896808249310500,0.782310546875,-0.40955352783203125,1000.0801391601562
1744896808274349600,0.807349609375,-0.2298736572265625,1000.0587768554688
1744896808299403800,0.83240380859375,0.02642822265625,1000.0282592773438
1744896808324446000,0.857446044921875,-0.1796722412109375,1000.0526733398438
1744896808349486800,0.88248681640625,-0.5390243530273438,1000.0953979492188
1744896808374526500,0.9075263671875,-0.40955352783203125,1000.0801391601562
1744896808399566800,0.93256689453125,-0.1294708251953125,1000.0465698242188
1744896808424606700,0.957606689453125,-0.1294708251953125,1000.0465698242188
1744896808449632300,0.98263232421875,-0.30914306640625,1000.0679321289062
1744896808474659000,1.0076591796875,-0.1294708251953125,1000.0465698242188
1744896808499712300,1.032712158203125,-0.050201416015625,1000.0374145507812
1744896808524754400,1.05775439453125,-0.43597412109375,1000.0831909179688
1744896808549805800,1.082805908203125,-0.6684951782226562,1000.1106567382812
1744896808574833000,1.1078330078125,-0.2298736572265625,1000.0586547851562
1744896808599874300,1.132874267578125,0.43862152099609375,999.9793090820312
1744896808624903200,1.157903076171875,0.43862152099609375,999.9793090820312
1744896808649956000,1.1829560546875,-0.02378082275390625,1000.0342407226562
1744896808674992600,1.20799267578125,-0.2298736572265625,1000.0586547851562
1744896808700039700,1.233039794921875,-0.2298736572265625,1000.0586547851562
1744896808725099500,1.258099609375,-0.40955352783203125,1000.0800170898438
1744896808750122000,1.2831220703125,-0.6156463623046875,1000.1044311523438
1744896808775159800,1.308159912109375,-0.5390243530273438,1000.0952758789062
1744896808800204500,1.33320458984375,-0.359344482421875,1000.0739135742188
1744896808825245000,1.358244873046875,-0.3065032958984375,1000.0678100585938
1744896808850287000,1.383287109375,-0.359344482421875,1000.0739135742188
1744896808875329500,1.40832958984375,-0.38312530517578125,1000.0769653320312
1744896808900388400,1.433388427734375,-0.38312530517578125,1000.0769653320312
1744896808925431000,1.45843115234375,-0.2563018798828125,1000.0617065429688
1744896808950460400,1.48346044921875,-0.12682342529296875,1000.0464477539062
1744896808975490000,1.508489990234375,-0.2298736572265625,1000.0586547851562
1744896809000547600,1.533547607421875,-0.33292388916015625,1000.0708618164062
1744896809025592600,1.558592529296875,-0.20345306396484375,1000.0556030273438
1744896809050649600,1.583649658203125,-0.150604248046875,1000.0493774414062
1744896809075677700,1.608677734375,-0.20345306396484375,1000.0554809570312
1744896809100720600,1.633720703125,-0.3065032958984375,1000.0676879882812
1744896809125764000,1.65876416015625,-0.33028411865234375,1000.0707397460938
1744896809150806300,1.68380615234375,-0.33028411865234375,1000.0707397460938
1744896809175850000,1.70885009765625,-0.10040283203125,1000.0432739257812
1744896809200894700,1.733894775390625,-0.07398223876953125,1000.0402221679688
1744896809225938000,1.75893798828125,-0.150604248046875,1000.0493774414062
1744896809250981600,1.783981689453125,-0.25365447998046875,1000.0615844726562
1744896809276022500,1.8090224609375,-0.3065032958984375,1000.0676879882812
1744896809301066200,1.834066162109375,-0.33028411865234375,1000.0707397460938
1744896809326109400,1.859109375,-0.2298736572265625,1000.0585327148438
1744896809351151000,1.884151123046875,-0.12682342529296875,1000.0463256835938
1744896809376195000,1.909195068359375,-0.150604248046875,1000.0493774414062
1744896809401236500,1.934236572265625,-0.10040283203125,1000.0432739257812
1744896809426278000,1.95927783203125,-0.07398223876953125,1000.0402221679688
1744896809451317800,1.98431787109375,-0.33028411865234375,1000.0707397460938
1744896809476370400,2.009370361328125,-0.613006591796875,1000.1043090820312
1744896809501413000,2.0344130859375,-0.45975494384765625,1000.0859985351562
1744896809526457300,2.059457275390625,-0.3065032958984375,1000.0678100585938
1744896809551502600,2.084502685546875,-0.45975494384765625,1000.0861206054688
1744896809576547800,2.1095478515625,-0.56280517578125,1000.0983276367188
1744896809601595400,2.134595458984375,-0.40955352783203125,1000.0800170898438
1744896809626637800,2.159637939453125,-0.40955352783203125,1000.0800170898438
