time,seconds_elapsed,z,y,x
1744896807618786300,0.151786376953125,9.522835731506348,1.4362918138504028,-0.30149564146995544
1744896807635616800,0.16861669921875,9.445667266845703,1.5068800449371338,-0.2679961323738098
1744896807652426500,0.185426513671875,9.531210899353027,1.5655041933059692,-0.31046873331069946
1744896807669222400,0.202222412109375,9.697511672973633,1.5810575485229492,-0.4307080805301666
1744896807686049000,0.219049072265625,9.815957069396973,1.6247265338897705,-0.45942193269729614
1744896807702857200,0.235857177734375,9.906285285949707,1.6498512029647827,-0.4977070987224579
1744896807719667200,0.252667236328125,9.89133071899414,1.688136339187622,-0.5258227586746216
1744896807736487000,0.26948681640625,9.871589660644531,1.7455641031265259,-0.5545366406440735
1744896807753292800,0.286292724609375,9.757332801818848,1.7874385118484497,-0.44386860728263855
1744896807770105000,0.30310498046875,9.809974670410156,1.815554141998291,-0.3487538993358612
1744896807786915300,0.319915283203125,9.757930755615234,1.7676976919174194,-0.33439695835113525
1744896807803724500,0.336724609375,9.78245735168457,1.724626898765564,-0.33439695835113525
1744896807820532700,0.35353271484375,9.69631576538086,1.7288143634796143,-0.38225340843200684
1744896807837354000,0.37035400390625,9.44327449798584,1.755733609199524,-0.28115665912628174
1744896807854155300,0.3871552734375,9.262616157531738,1.7916259765625,-0.02273181453347206
1744896807870975500,0.4039755859375,9.078369140625,1.7276179790496826,0.24526432156562805
1744896807887781600,0.42078173828125,9.037691116333008,1.6067804098129272,0.41216370463371277
1744896807904593400,0.437593505859375,9.110074043273926,1.534995675086975,0.4737788736820221
1744896807921404000,0.45440380859375,9.391230583190918,1.5278172492980957,0.3774677813053131
1744896807938216000,0.4712158203125,9.714859962463379,1.5020943880081177,0.0849452018737793
1744896807955021600,0.488021484375,10.095916748046875,1.472184181213379,-0.1453639715909958
1744896807971842000,0.504842041015625,10.344770431518555,1.4117653369903564,-0.21774685382843018
1744896807988648000,0.52164794921875,10.52064323425293,1.4273186922073364,-0.29012975096702576
1744896808005460000,0.5384599609375,10.457831382751465,1.4895321130752563,-0.39960137009620667
1744896808022276900,0.55527685546875,10.183853149414062,1.6223337650299072,-0.4462614357471466
1744896808039078000,0.572077880859375,9.835099220275879,1.7437695264816284,-0.31106695532798767
1744896808055888100,0.58888818359375,9.486943244934082,1.7934205532073975,-0.05623133108019829
1744896808072708600,0.60570849609375,9.29731273651123,1.7575281858444214,0.14416755735874176
1744896808089497000,0.6224970703125,9.270393371582031,1.6612170934677124,0.2727817893028259
1744896808106312400,0.6393125,9.329017639160156,1.536790370941162,0.30568310618400574
1744896808123130000,0.656130126953125,9.405587196350098,1.456630825996399,0.25244277715682983
1744896808139934500,0.6729345703125,9.510871887207031,1.409970760345459,0.14715859293937683
1744896808156744700,0.68974462890625,9.567103385925293,1.4488540887832642,0.02751746028661728
1744896808173556700,0.706556640625,9.584450721740723,1.521835207939148,-0.13938191533088684
1744896808190363600,0.72336376953125,9.554540634155273,1.6271194219589233,-0.20039889216423035
1744896808207182000,0.74018212890625,9.530014038085938,1.7222341299057007,-0.1908276081085205
1744896808223978200,0.756978271484375,9.57188892364502,1.828116536140442,-0.1950150430202484
1744896808240817700,0.773817626953125,9.571290969848633,1.8945173025131226,-0.1950150430202484
1744896808257619700,0.79061962890625,9.632905960083008,1.9525432586669922,-0.16151553392410278
1744896808274438100,0.807438232421875,9.699904441833496,1.9908283948898315,-0.12323036789894104
1744896808291232500,0.824232421875,9.80518913269043,1.9722840785980225,-0.10887342691421509
1744896808308062000,0.84106201171875,9.982257843017578,1.963310956954956,-0.09032905846834183
1744896808324848000,0.85784814453125,10.092328071594238,1.8783657550811768,-0.10049854964017868
1744896808341685000,0.87468505859375,10.112068176269531,1.8352949619293213,-0.10588239878416061
1744896808358491400,0.891491455078125,10.021141052246094,1.8251254558563232,-0.11006984114646912
1744896808375305500,0.908305419921875,9.896714210510254,1.8293129205703735,-0.16749759018421173
1744896808392108500,0.925108642578125,9.748957633972168,1.7910277843475342,-0.2147558331489563
1744896808408944600,0.941944580078125,9.56351375579834,1.7515461444854736,-0.18125630915164948
1744896808425715200,0.958715087890625,9.386445045471191,1.755135416984558,-0.14715859293937683
1744896808442575600,0.97557568359375,9.253045082092285,1.7491533756256104,-0.09930214285850525
1744896808459327200,0.9923271484375,9.167501449584961,1.7629120349884033,-0.05563312768936157
1744896808476156000,1.009156005859375,9.148957252502441,1.7670994997024536,0.020937198773026466
1744896808492966400,1.02596630859375,9.18724250793457,1.7527425289154053,0.039481572806835175
1744896808509778200,1.042778076171875,9.378069877624512,1.7204394340515137,-0.01375873014330864
1744896808526588200,1.059588134765625,9.611968994140625,1.703689694404602,-0.12861421704292297
1744896808543400200,1.076400146484375,9.806983947753906,1.7048860788345337,-0.22971096634864807
1744896808560227000,1.09322705078125,9.90688419342041,1.72941255569458,-0.22971096634864807
1744896808577019000,1.110018798828125,9.978668212890625,1.7587246894836426,-0.19621145725250244
1744896808593832700,1.126832763671875,9.982257843017578,1.797009825706482,-0.28235307335853577
1744896808610644700,1.143644775390625,9.990633010864258,1.8598214387893677,-0.4061816334724426
1744896808627454500,1.160454345703125,9.961320877075195,1.8987047672271729,-0.5300102233886719
1744896808644266500,1.1772666015625,9.846465110778809,1.9268203973770142,-0.5246263742446899
1744896808661076500,1.194076416015625,9.756135940551758,1.9208383560180664,-0.4336991012096405
1744896808677888500,1.210888427734375,9.675976753234863,1.8963119983673096,-0.3481557071208954
1744896808694703400,1.227703369140625,9.667003631591797,1.843071699142456,-0.28594231605529785
