time,seconds_elapsed,z,y,x
1744896807594664200,0.127664306640625,-69.0031967163086,-4.245599746704102,-1.6469999551773071
1744896807604681500,0.137681396484375,-69.12519836425781,-4.330999851226807,-1.6591999530792236
1744896807614664000,0.147663818359375,-67.50260162353516,-4.184599876403809,-1.146799921989441
1744896807624672500,0.157672607421875,-68.52739715576172,-4.0381999015808105,-0.8417999744415283
1744896807634680600,0.1676806640625,-68.88119506835938,-4.1479997634887695,-1.0491999387741089
1744896807644663800,0.177663818359375,-68.77140045166016,-4.306600093841553,-1.146799921989441
1744896807654663400,0.187663330078125,-68.77140045166016,-4.306600093841553,-1.146799921989441
1744896807664680400,0.197680419921875,-68.13700103759766,-3.6111998558044434,-0.7319999933242798
1744896807674664000,0.207663818359375,-68.8323974609375,-3.6355998516082764,-0.8295999765396118
1744896807684680700,0.2176806640625,-68.1613998413086,-3.8673999309539795,-0.8295999765396118
1744896807694667800,0.227667724609375,-67.31959533691406,-3.3306000232696533,-0.8173999786376953
1744896807704680400,0.237680419921875,-67.88079833984375,-3.2574000358581543,-0.4147999882698059
1744896807714680600,0.2476806640625,-68.1613998413086,-3.7697999477386475,-0.4269999861717224
1744896807724663600,0.25766357421875,-68.60060119628906,-3.6233999729156494,-0.3294000029563904
1744896807734680600,0.2676806640625,-68.28340148925781,-3.9528000354766846,-0.8417999744415283
1744896807744652800,0.27765283203125,-68.12480163574219,-3.3550000190734863,-0.4147999882698059
1744896807754663400,0.287663330078125,-68.51519775390625,-3.9528000354766846,-0.13419999182224274
1744896807764680400,0.297680419921875,-67.356201171875,-3.7453999519348145,-0.5245999693870544
1744896807774663700,0.30766357421875,-67.8198013305664,-3.8429999351501465,-0.3294000029563904
1744896807784680700,0.3176806640625,-68.4542007446289,-3.2818000316619873,-0.4147999882698059
1744896807794649000,0.327649169921875,-67.69779968261719,-3.7575998306274414,-0.13419999182224274
1744896807804676900,0.3376767578125,-67.8198013305664,-3.7575998306274414,-0.23179998993873596
1744896807814680800,0.347680908203125,-67.7343978881836,-4.086999893188477,-0.13419999182224274
1744896807824664000,0.3576640625,-68.17359924316406,-3.9405999183654785,-0.03660000115633011
1744896807834680800,0.367680908203125,-68.30780029296875,-4.0991997718811035,0.25619998574256897
1744896807844680400,0.377680419921875,-68.25899505615234,-3.5989999771118164,0.18299999833106995
1744896807854650400,0.387650390625,-67.38059997558594,-4.086999893188477,-0.9393999576568604
1744896807864680400,0.397680419921875,-68.53959655761719,-4.221199989318848,-1.146799921989441
1744896807874681300,0.407681396484375,-68.07599639892578,-4.111400127410889,-0.8417999744415283
1744896807884680700,0.4176806640625,-67.83200073242188,-4.026000022888184,-1.2444000244140625
1744896807894680000,0.42768017578125,-68.33219909667969,-4.465199947357178,-1.0613999366760254
1744896807904663800,0.437663818359375,-68.67379760742188,-4.477399826049805,-1.354200005531311
1744896807914663700,0.44766357421875,-68.31999969482422,-4.379799842834473,-1.6591999530792236
1744896807924674300,0.45767431640625,-68.4053955078125,-3.9649999141693115,-1.2444000244140625
1744896807934664000,0.467663818359375,-68.72259521484375,-3.7209999561309814,-1.232200026512146
1744896807944680200,0.47768017578125,-68.18579864501953,-4.111400127410889,-0.6466000080108643
1744896807954678500,0.487678466796875,-67.70999908447266,-3.8551998138427734,-1.4395999908447266
1744896807964663600,0.49766357421875,-68.25899505615234,-3.6233999729156494,-1.6347999572753906
1744896807974663700,0.50766357421875,-68.38099670410156,-3.7087998390197754,-1.42739999294281
1744896807984663600,0.51766357421875,-68.38099670410156,-3.7087998390197754,-1.329800009727478
1744896807994680600,0.5276806640625,-67.8198013305664,-3.8551998138427734,-0.7319999933242798
1744896808004680000,0.537679931640625,-68.01499938964844,-3.4403998851776123,-1.122399926185608
