time,seconds_elapsed,z,y,x
1744883829172449800,0.05744970703125,9.501300811767578,2.5226333141326904,-0.39182472229003906
1744883829189265200,0.07426513671875,9.400801658630371,2.550748825073242,-0.3768695592880249
1744883829206080500,0.09108056640625,9.295517921447754,2.5980072021484375,-0.36670008301734924
1744883829222889000,0.107888916015625,9.266803741455078,2.602792739868164,-0.34277185797691345
1744883829239688000,0.12468798828125,9.290133476257324,2.6075785160064697,-0.4145565330982208
1744883829256511200,0.14151123046875,9.361918449401855,2.5842485427856445,-0.4342973232269287
1744883829273319400,0.1583193359375,9.42473030090332,2.56510591506958,-0.3433700501918793
1744883829290136800,0.17513671875,9.467801094055176,2.565704107284546,-0.36251261830329895
1744883829306944800,0.19194482421875,9.505488395690918,2.5800609588623047,-0.41994038224220276
1744883829323757300,0.20875732421875,9.544371604919434,2.589632272720337,-0.31046873331069946
1744883829340551700,0.2255517578125,9.530014038085938,2.5848467350006104,-0.2961117923259735
1744883829357377500,0.24237744140625,9.491728782653809,2.5848467350006104,-0.36251261830329895
1744883829374188800,0.259188720703125,9.4390869140625,2.5938198566436768,-0.36729827523231506
1744883829390999600,0.27599951171875,9.376873970031738,2.579462766647339,-0.3290131092071533
1744883829407810800,0.292810791015625,9.32004451751709,2.5405795574188232,-0.3242274820804596
1744883829424619000,0.309618896484375,9.291330337524414,2.544766902923584,-0.2907279431819916
1744883829441435400,0.326435302734375,9.238688468933105,2.568695068359375,-0.3044866919517517
1744883829458243800,0.343243896484375,9.166903495788574,2.5734808444976807,-0.3188436031341553
1744883829475055000,0.36005517578125,9.123832702636719,2.6249263286590576,-0.2470589429140091
1744883829491865600,0.376865478515625,9.161520004272461,2.6638097763061523,-0.2470589429140091
1744883829508664000,0.3936640625,9.366106033325195,2.6985056400299072,-0.3284149169921875
1744883829525487600,0.410487548828125,9.65803050994873,2.685943365097046,-0.31046873331069946
1744883829542299100,0.427299072265625,9.882357597351074,2.691925525665283,-0.3487538993358612
1744883829559110700,0.444110595703125,9.92961597442627,2.6877379417419434,-0.3732803463935852
1744883829575920000,0.460920166015625,9.907482147216797,2.5435705184936523,-0.33080771565437317
1744883829592731000,0.47773095703125,9.997213363647461,2.606382131576538,-0.35473597049713135
1744883829609544200,0.494544189453125,9.993623733520508,2.520240545272827,-0.32123643159866333
1744883829626353700,0.511353759765625,9.975677490234375,2.400599241256714,-0.3314059376716614
1744883829643164400,0.528164306640625,9.857233047485352,2.337787628173828,-0.29790642857551575
1744883829659977200,0.544977294921875,9.652048110961914,2.2743778228759766,-0.32123643159866333
1744883829676787500,0.561787353515625,9.418149948120117,2.287538528442383,-0.3158525824546814
1744883829693597700,0.57859765625,9.260223388671875,2.334198474884033,-0.2626122832298279
1744883829710409500,0.595409423828125,9.145966529846191,2.3336002826690674,-0.22911277413368225
1744883829727219700,0.6122197265625,9.117252349853516,2.324028968811035,-0.21954147517681122
1744883829744031500,0.629031494140625,9.198010444641113,2.3437697887420654,-0.28175488114356995
1744883829760842000,0.645842041015625,9.349954605102539,2.383251428604126,-0.3487538993358612
1744883829777653500,0.662653564453125,9.569496154785156,2.417947292327881,-0.38763725757598877
1744883829794461000,0.6794609375,9.726823806762695,2.4424736499786377,-0.38285163044929504
1744883829811278600,0.696278564453125,9.860223770141602,2.410170555114746,-0.40737804770469666
1744883829828086000,0.7130859375,9.884750366210938,2.400599241256714,-0.40259242057800293
1744883829844897500,0.7298974609375,9.80817985534668,2.414358139038086,-0.3355933725833893
1744883829861708300,0.746708251953125,9.57906723022461,2.441875457763672,-0.3158525824546814
1744883829878513200,0.76351318359375,9.367900848388672,2.517249345779419,-0.33379876613616943
1744883829895330000,0.780330078125,9.176474571228027,2.5782663822174072,-0.33798620104789734
1744883829912141800,0.797141845703125,9.123832702636719,2.5974090099334717,-0.3762713670730591
1744883829928940800,0.81394091796875,9.161520004272461,2.616551637649536,-0.3810569941997528
1744883829945763600,0.830763671875,9.2859468460083,2.5884358882904053,-0.4001995921134949
1744883829962577200,0.8475771484375,9.453444480895996,2.565704107284546,-0.4055834412574768
1744883829979370800,0.864370849609375,9.544371604919434,2.537588357925415,-0.4061816334724426
1744883829996196400,0.8811962890625,9.606584548950195,2.5232315063476562,-0.4013960063457489
1744883830013008000,0.8980078125,9.606584548950195,2.5328028202056885,-0.372682124376297
1744883830029818400,0.914818359375,9.505488395690918,2.5704896450042725,-0.38644084334373474
1744883830046630000,0.9316298828125,9.400801658630371,2.5698914527893066,-0.381655216217041
1744883830063437000,0.94843701171875,9.262018203735352,2.602792739868164,-0.4001995921134949
1744883830080255000,0.9652548828125,9.123234748840332,2.640479803085327,-0.3900300860404968
1744883830097062400,0.9820625,9.032307624816895,2.659024238586426,-0.36610186100006104
1744883830113874000,0.9988740234375,9.022735595703125,2.668595552444458,-0.39900317788124084
1744883830130684400,1.015684326171875,9.079565048217773,2.6596224308013916,-0.45224347710609436
1744883830147496200,1.03249609375,9.136993408203125,2.650649309158325,-0.5144568681716919
1744883830164301300,1.04930126953125,9.151350021362305,2.6835505962371826,-0.42352959513664246
1744883830181123000,1.066123046875,9.189037322998047,2.702693223953247,-0.42831525206565857
1744883830197928400,1.082928466796875,9.183652877807617,2.765504837036133,-0.45164528489112854
1744883830214740000,1.099739990234375,9.18843936920166,2.8462624549865723,-0.3655036687850952
1744883830231550500,1.116550537109375,9.111868858337402,2.803191661834717,-0.4372883439064026
1744883830248362500,1.133362548828125,9.17288589477539,2.8941190242767334,-0.4175475537776947
