time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1746620293893085700,0.082085693359375,-0.4737510085105896,-0.04688164219260216,0.12650977075099945,0.8702628016471863,0.03969455137848854,-0.2678035497665405,1.0023795366287231
1746620293909887700,0.0988876953125,-0.47412925958633423,-0.047464802861213684,0.12638965249061584,0.8700426816940308,0.03864758089184761,-0.2681393027305603,1.003128170967102
1746620293926702800,0.115702880859375,-0.4746553599834442,-0.04777345061302185,0.1264001429080963,0.8697373867034912,0.038271915167570114,-0.2684338688850403,1.0043106079101562
1746620293943508000,0.132508056640625,-0.4752400517463684,-0.047578416764736176,0.12643659114837646,0.8694233894348145,0.038842812180519104,-0.268282949924469,1.0057241916656494
1746620293960316700,0.149316650390625,-0.47575804591178894,-0.04689571261405945,0.12660636007785797,0.8691523671150208,0.040400635451078415,-0.267895370721817,1.0071063041687012
1746620293977124600,0.16612451171875,-0.47626498341560364,-0.04620322212576866,0.1269187182188034,0.8688662648200989,0.04211774095892906,-0.2677484154701233,1.008509635925293
1746620293993928200,0.18292822265625,-0.4768400490283966,-0.04572344571352005,0.1275494247674942,0.8684837818145752,0.04380258172750473,-0.26836439967155457,1.0101393461227417
1746620294010759400,0.199759521484375,-0.47770950198173523,-0.04582279548048973,0.12833428382873535,0.8678849935531616,0.04470684006810188,-0.2698000967502594,1.0124146938323975
1746620294027563500,0.2165634765625,-0.4789186120033264,-0.046500954777002335,0.12894557416439056,0.8670915961265564,0.044512081891298294,-0.27147796750068665,1.0153374671936035
1746620294044355800,0.23335595703125,-0.48025619983673096,-0.04708990082144737,0.12937310338020325,0.8662558197975159,0.04433337599039078,-0.2727396786212921,1.0185215473175049
1746620294061180700,0.2501806640625,-0.4815670847892761,-0.04698243364691734,0.12976723909378052,0.8654746413230896,0.04535691812634468,-0.27325892448425293,1.0217541456222534
1746620294077988400,0.26698828125,-0.48281675577163696,-0.046364396810531616,0.13001181185245514,0.8647747039794922,0.047116052359342575,-0.2730117738246918,1.0248825550079346
1746620294094797600,0.283797607421875,-0.4840073883533478,-0.045836299657821655,0.12986260652542114,0.8641594648361206,0.04828450456261635,-0.27216172218322754,1.0277268886566162
1746620294111606000,0.30060595703125,-0.4851737320423126,-0.04566170647740364,0.129201740026474,0.8636135458946228,0.048279497772455215,-0.2707647979259491,1.030285120010376
1746620294128413700,0.31741357421875,-0.48623672127723694,-0.045614153146743774,0.12839069962501526,0.8631391525268555,0.047855474054813385,-0.2692376673221588,1.0325303077697754
1746620294145227300,0.334227294921875,-0.4871765971183777,-0.04563412070274353,0.12759815156459808,0.8627254366874695,0.04728905111551285,-0.26781824231147766,1.0344820022583008
1746620294162031000,0.351031005859375,-0.4880126714706421,-0.04573734477162361,0.12688715755939484,0.8623522520065308,0.046625539660453796,-0.26663169264793396,1.0362043380737305
1746620294178848300,0.36784814453125,-0.4888060688972473,-0.04594242572784424,0.1262325942516327,0.8619880080223083,0.04582581669092178,-0.26564928889274597,1.037829875946045
1746620294195630800,0.384630859375,-0.4896007478237152,-0.04588397219777107,0.12593038380146027,0.8615842461585999,0.045862097293138504,-0.26502037048339844,1.0396171808242798
1746620294212456200,0.401456298828125,-0.49043798446655273,-0.04591178894042969,0.1259695142507553,0.8611006736755371,0.04611761122941971,-0.26507189869880676,1.0416035652160645
1746620294229260000,0.418260009765625,-0.491131454706192,-0.04653575271368027,0.1264035701751709,0.8606082201004028,0.04569074884057045,-0.2664187550544739,1.0432862043380737
1746620294246076400,0.435076416015625,-0.49186408519744873,-0.04804898798465729,0.12732571363449097,0.8599704504013062,0.04422273859381676,-0.2695107161998749,1.0450817346572876
1746620294262877700,0.451877685546875,-0.492845356464386,-0.05007503554224968,0.1286291778087616,0.8590986132621765,0.04233880341053009,-0.2737760543823242,1.0475122928619385
1746620294279692800,0.46869287109375,-0.494009405374527,-0.051510605961084366,0.13059356808662415,0.8580482602119446,0.042273782193660736,-0.2785945236682892,1.050702691078186
1746620294296520700,0.485520751953125,-0.49541887640953064,-0.05176898092031479,0.13291510939598083,0.8568627238273621,0.04477270320057869,-0.2828303575515747,1.0548133850097656
1746620294313302000,0.502302001953125,-0.4970124661922455,-0.0509616993367672,0.13487136363983154,0.8556817173957825,0.04884495958685875,-0.28532686829566956,1.059438705444336
1746620294330114300,0.5191142578125,-0.49871590733528137,-0.049491625279188156,0.13580627739429474,0.8546283841133118,0.053031884133815765,-0.28534895181655884,1.0640876293182373
1746620294346927400,0.53592724609375,-0.5009539723396301,-0.04909472540020943,0.13440264761447906,0.8535636067390442,0.052969615906476974,-0.28236818313598633,1.0689889192581177
1746620294363711500,0.55271142578125,-0.5030181407928467,-0.04864807799458504,0.13243654370307922,0.8526821136474609,0.05230997875332832,-0.2783757448196411,1.0732864141464233
1746620294380528000,0.569528076171875,-0.5044532418251038,-0.048884037882089615,0.1298263967037201,0.8522220849990845,0.049529965966939926,-0.2740175426006317,1.0757548809051514
1746620294397330400,0.586330322265625,-0.5052400827407837,-0.049083683639764786,0.12735852599143982,0.8521168231964111,0.046752311289310455,-0.26991215348243713,1.0767490863800049
1746620294414129700,0.603129638671875,-0.5055635571479797,-0.04879337549209595,0.12545646727085114,0.8522238731384277,0.04529841989278793,-0.26630687713623047,1.0769200325012207
1746620294430951400,0.619951416015625,-0.5058315396308899,-0.04815831780433655,0.12426766008138657,0.8522751331329346,0.045204825699329376,-0.2635819613933563,1.0772570371627808
1746620294447759600,0.636759521484375,-0.5064849853515625,-0.04781900346279144,0.12333442270755768,0.8520416021347046,0.04499172419309616,-0.2615843415260315,1.0785572528839111
1746620294464564700,0.653564697265625,-0.5074759125709534,-0.04783488065004349,0.12227784097194672,0.8516033887863159,0.04412725940346718,-0.2597247362136841,1.0805721282958984
1746620294481379300,0.67037939453125,-0.5085932016372681,-0.04804268851876259,0.12108110636472702,0.851095974445343,0.042811810970306396,-0.25781840085983276,1.0828187465667725
1746620294498181000,0.68718115234375,-0.5095698237419128,-0.04794881120324135,0.12002300471067429,0.8506668210029602,0.04212658852338791,-0.2558478116989136,1.0848225355148315
1746620294515014000,0.704013916015625,-0.5102455615997314,-0.04734669253230095,0.11917412281036377,0.8504148721694946,0.042459189891815186,-0.2537253797054291,1.0862497091293335
1746620294531813400,0.7208134765625,-0.5107992887496948,-0.04648599773645401,0.11835275590419769,0.8502446413040161,0.04323196038603783,-0.2513870298862457,1.0874309539794922
1746620294548625000,0.737625,-0.511414647102356,-0.04533090814948082,0.11755281686782837,0.8500480651855469,0.044555503875017166,-0.24877502024173737,1.0888067483901978
1746620294565432600,0.7544326171875,-0.5121006369590759,-0.044029273092746735,0.11674430966377258,0.849814772605896,0.04614109918475151,-0.24599027633666992,1.0903669595718384
1746620294582241000,0.771240966796875,-0.5127723217010498,-0.0433482825756073,0.11570487916469574,0.8495869636535645,0.046388354152441025,-0.2434561848640442,1.091734528541565
1746620294599033900,0.788033935546875,-0.5133897066116333,-0.04361015558242798,0.1145315021276474,0.8493596315383911,0.04483478516340256,-0.24168077111244202,1.0928057432174683
1746620294615840300,0.80484033203125,-0.5139982104301453,-0.04429040849208832,0.1134362518787384,0.8491033315658569,0.04263727739453316,-0.2404797375202179,1.0938292741775513
1746620294632664800,0.821664794921875,-0.5145317912101746,-0.04471156746149063,0.11264597624540329,0.8488632440567017,0.04119951277971268,-0.23953723907470703,1.0948059558868408
1746620294649474300,0.838474365234375,-0.5150288939476013,-0.04492790997028351,0.1120917871594429,0.8486236333847046,0.04036319628357887,-0.2387886494398117,1.0957965850830078
1746620294666278700,0.855278564453125,-0.5154315829277039,-0.045041345059871674,0.11172963678836823,0.8484209775924683,0.03988707438111305,-0.23826706409454346,1.0966343879699707
1746620294683090000,0.87208984375,-0.5157382488250732,-0.04505348578095436,0.11153397709131241,0.8482596278190613,0.03974029794335365,-0.23792968690395355,1.097306728363037
1746620294699870000,0.888869873046875,-0.5159959197044373,-0.04488623887300491,0.11172667890787125,0.8480865359306335,0.040313880890607834,-0.23807257413864136,1.0980031490325928
1746620294716715500,0.905715576171875,-0.5161159038543701,-0.04482157528400421,0.11231905221939087,0.847938597202301,0.041107263416051865,-0.23901483416557312,1.0984790325164795
1746620294733493800,0.92249365234375,-0.5160433650016785,-0.04517897963523865,0.11317844688892365,0.8478494882583618,0.04140687361359596,-0.2408675253391266,1.098522424697876
1746620294750321400,0.9393212890625,-0.5159429311752319,-0.045989468693733215,0.11397876590490341,0.8477597832679749,0.04084913805127144,-0.24309638142585754,1.0984221696853638
