time,seconds_elapsed,z,y,x
1746620293889695700,0.07869580078125,-41.79719924926758,3.7453999519348145,-16.006399154663086
1746620293899694800,0.08869482421875,-42.1265983581543,3.8917999267578125,-17.104398727416992
1746620293909695200,0.0986953125,-40.503997802734375,4.111400127410889,-16.701799392700195
1746620293919696000,0.10869580078125,-41.236000061035156,3.5745999813079834,-17.21419906616211
1746620293929706500,0.11870654296875,-40.33319854736328,3.4526000022888184,-16.726200103759766
1746620293939693300,0.128693359375,-40.76020050048828,3.7575998306274414,-17.21419906616211
1746620293949695500,0.138695556640625,-41.45560073852539,3.6477999687194824,-17.51919937133789
1746620293959695600,0.148695556640625,-40.808998107910156,3.2574000358581543,-16.9335994720459
1746620293969682200,0.15868212890625,-40.76020050048828,3.7575998306274414,-17.409399032592773
1746620293979695900,0.16869580078125,-40.284400939941406,4.026000022888184,-17.20199966430664
1746620293989695500,0.178695556640625,-40.11359786987305,3.3671998977661133,-17.22640037536621
1746620293999711000,0.1887109375,-40.4552001953125,3.3550000190734863,-17.031200408935547
1746620294009713400,0.19871337890625,-40.8943977355957,3.5867998600006104,-17.726598739624023
1746620294019699700,0.20869970703125,-41.58979797363281,3.4769999980926514,-17.824199676513672
1746620294029697500,0.218697509765625,-41.27259826660156,3.147599935531616,-17.83639907836914
1746620294039714000,0.228714111328125,-41.4921989440918,3.3062000274658203,-17.93400001525879
1746620294049727700,0.238727783203125,-40.79679870605469,3.4159998893737793,-17.824199676513672
1746620294059713500,0.248713623046875,-40.918800354003906,3.2451999187469482,-17.726598739624023
1746620294069697000,0.258697021484375,-40.4552001953125,3.4403998851776123,-17.421600341796875
1746620294079703800,0.268703857421875,-41.05299758911133,3.1598000526428223,-17.336198806762695
1746620294089722400,0.278722412109375,-41.297000885009766,2.988999843597412,-17.738800048828125
1746620294099698000,0.288697998046875,-40.564998626708984,3.4282000064849854,-17.421600341796875
1746620294109713400,0.29871337890625,-40.821197509765625,3.171999931335449,-17.53139877319336
1746620294119714600,0.308714599609375,-41.260398864746094,3.3183999061584473,-17.726598739624023
1746620294129699000,0.318698974609375,-41.13840103149414,3.4038000106811523,-17.726598739624023
1746620294139697200,0.328697265625,-41.02859878540039,3.3306000232696533,-17.433799743652344
1746620294149710300,0.33871044921875,-41.7239990234375,3.2330000400543213,-17.336198806762695
1746620294159714300,0.34871435546875,-41.15060043334961,3.2574000358581543,-16.9335994720459
1746620294169714000,0.3587138671875,-41.06520080566406,3.001199960708618,-17.14099884033203
1746620294179699200,0.36869921875,-40.78459930419922,3.5989999771118164,-16.61639976501465
1746620294189697000,0.378697021484375,-40.78459930419922,3.5013999938964844,-17.726598739624023
1746620294199714000,0.388714111328125,-40.4307975769043,3.6843998432159424,-17.61680030822754
1746620294209714200,0.398714111328125,-41.13840103149414,3.4159998893737793,-17.421600341796875
1746620294219714300,0.40871435546875,-41.27259826660156,3.147599935531616,-18.031599044799805
1746620294229683500,0.418683349609375,-41.04079818725586,3.2451999187469482,-17.433799743652344
1746620294239698200,0.4286982421875,-40.69919967651367,3.171999931335449,-17.433799743652344
1746620294249713400,0.43871337890625,-40.51620101928711,2.769399881362915,-17.25079917907715
1746620294259697400,0.448697509765625,-40.95539855957031,2.903599977493286,-18.25119972229004
1746620294269713400,0.45871337890625,-40.284400939941406,2.684000015258789,-17.25079917907715
1746620294279710200,0.468710205078125,-41.297000885009766,2.903599977493286,-17.641199111938477
1746620294289696800,0.47869677734375,-40.918800354003906,1.9886000156402588,-17.87299919128418
1746620294299714300,0.48871435546875,-41.15060043334961,2.061800003051758,-17.775400161743164
1746620294309735400,0.4987353515625,-39.979400634765625,2.269199848175049,-17.665599822998047
1746620294319714300,0.50871435546875,-40.33319854736328,2.183799982070923,-17.470399856567383
1746620294329701600,0.51870166015625,-41.39459991455078,1.8055999279022217,-17.787599563598633
1746620294339698200,0.5286982421875,-41.73619842529297,1.8909999132156372,-16.872600555419922
1746620294349687000,0.53868701171875,-41.69960021972656,2.220399856567383,-17.470399856567383
1746620294359689200,0.548689208984375,-41.90699768066406,2.464400053024292,-17.665599822998047
1746620294369695500,0.558695556640625,-40.930999755859375,1.9031999111175537,-17.677799224853516
1746620294379695600,0.568695556640625,-40.552799224853516,2.256999969482422,-17.26300048828125
1746620294389683200,0.57868310546875,-41.33359909057617,2.476599931716919,-17.763198852539062
1746620294399695000,0.588695068359375,-41.35799789428711,2.220399856567383,-18.165800094604492
1746620294409695000,0.598695068359375,-41.10179901123047,2.488800048828125,-17.958398818969727
1746620294419695600,0.608695556640625,-40.882198333740234,2.488800048828125,-17.86079978942871
1746620294429683200,0.61868310546875,-40.74800109863281,2.659600019454956,-17.958398818969727
1746620294439685000,0.62868505859375,-40.40639877319336,2.586400032043457,-18.15359878540039
1746620294449695700,0.63869580078125,-40.4307975769043,2.427799940109253,-17.763198852539062
1746620294459709200,0.648709228515625,-41.07740020751953,2.818199872970581,-18.15359878540039
1746620294469695500,0.658695556640625,-41.41899871826172,2.89139986038208,-18.348798751831055
1746620294479695600,0.668695556640625,-40.869998931884766,2.574199914932251,-17.653400421142578
1746620294489695500,0.678695556640625,-39.89400100708008,3.1842000484466553,-18.434200286865234
1746620294499696000,0.688696044921875,-40.943199157714844,3.074399948120117,-17.93400001525879
1746620294509710300,0.69871044921875,-41.05299758911133,3.062199831008911,-18.94659996032715
1746620294519713800,0.7087138671875,-40.943199157714844,2.988999843597412,-18.446399688720703
1746620294529710800,0.7187109375,-40.869998931884766,2.562000036239624,-18.763599395751953
1746620294539713800,0.7287138671875,-40.491798400878906,3.001199960708618,-18.446399688720703
1746620294549697300,0.738697265625,-40.613800048828125,2.830399990081787,-17.946199417114258
1746620294559713300,0.74871337890625,-40.71139907836914,3.074399948120117,-18.54399871826172
1746620294569697300,0.758697265625,-40.2599983215332,3.013399839401245,-18.336599349975586
1746620294579714000,0.768714111328125,-40.33319854736328,3.5135998725891113,-18.22679901123047
1746620294589713400,0.77871337890625,-41.28479766845703,3.062199831008911,-18.446399688720703
1746620294599697400,0.788697509765625,-40.36980056762695,3.09879994392395,-17.738800048828125
1746620294609698300,0.7986982421875,-40.69919967651367,3.2451999187469482,-18.23900032043457
1746620294619714000,0.808714111328125,-39.869598388671875,3.5257999897003174,-18.421998977661133
1746620294629712000,0.8187119140625,-41.60199737548828,3.3915998935699463,-18.031599044799805
1746620294639713800,0.8287138671875,-40.930999755859375,3.147599935531616,-18.739200592041016
1746620294649697300,0.838697265625,-40.918800354003906,3.2330000400543213,-18.83679962158203
1746620294659698200,0.8486982421875,-41.248199462890625,3.4769999980926514,-18.6294002532959
1746620294669713400,0.85871337890625,-40.69919967651367,3.2451999187469482,-18.53179931640625
1746620294679701200,0.868701171875,-40.4552001953125,3.3306000232696533,-18.53179931640625
1746620294689697000,0.878697021484375,-39.64999771118164,3.3550000190734863,-18.726999282836914
1746620294699712000,0.8887119140625,-39.73539733886719,3.6965999603271484,-18.117000579833984
1746620294709701600,0.89870166015625,-41.27259826660156,3.2330000400543213,-18.23900032043457
1746620294719714000,0.908714111328125,-39.64999771118164,3.4282000064849854,-19.22719955444336
1746620294729705000,0.918705078125,-40.930999755859375,3.1598000526428223,-18.141399383544922
1746620294739697400,0.928697509765625,-40.821197509765625,3.1598000526428223,-18.54399871826172
1746620294749713400,0.93871337890625,-39.89400100708008,3.2695999145507812,-18.6294002532959
1746620294759697700,0.94869775390625,-40.613800048828125,2.903599977493286,-18.54399871826172
1746620294769696800,0.95869677734375,-40.47959899902344,3.086599826812744,-18.23900032043457
1746620294779729400,0.9687294921875,-40.83340072631836,2.988999843597412,-18.348798751831055
1746620294789714000,0.9787138671875,-40.601600646972656,3.001199960708618,-18.348798751831055
1746620294799713800,0.9887138671875,-40.58939743041992,3.1598000526428223,-18.93440055847168
1746620294809686000,0.99868603515625,-41.199398040771484,2.720599889755249,-18.751399993896484
1746620294819699200,1.00869921875,-40.186798095703125,2.586400032043457,-19.056400299072266
1746620294829689000,1.018689208984375,-40.601600646972656,3.074399948120117,-18.446399688720703
1746620294839685600,1.028685546875,-39.7963981628418,3.110999822616577,-18.336599349975586
1746620294849695200,1.0386953125,-40.96759796142578,2.805999994277954,-18.751399993896484
1746620294859683600,1.04868359375,-40.83340072631836,2.988999843597412,-18.446399688720703
