version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Pixel 7a,1746620293811,2025-05-07_12-18-13,Europe/Berlin,android,1.43.2,5f308778-86b0-4b33-ab36-9ffc39b7f5cb,Accelerometer|Orientation|Magnetometer|Barometer|Annotation|TotalAcceleration|MagnetometerUncalibrated|AccelerometerUncalibrated,10|10|10|0||10|10|10,false
